,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
346,Canisius,94.843,111.184,0.138,4–7,4,11,45.3,50.3,36.5,34.3,22.3,15.1,30.2,31.7,63.2,42.5,56.5,33.5,29.3,7.4,12.3,54.8,58.9,36.6,49.2,64.238,77.243,80.483,1.701,"2,026",0,0,2.821,,67.3,73.2,0.917,1.103,14.364,Canisius
347,Stetson,98.019,115.431,0.132,2–8,2,10,47.3,56.5,30.6,27.7,19.4,17.5,24.2,32.8,68.6,47.5,58,31.4,36.3,5.5,7,50.4,55.5,43.8,41.8,67.846,76.8,80.512,1.602,"2,026",0,0,2.93,,64.3,71.3,0.932,1.151,18.932,Stetson
348,NJIT,93.831,110.561,0.132,4–8,4,12,44.9,49.5,34,33.4,20.9,14.7,24.8,36.4,69.8,43.3,50.1,31.1,32.4,8.1,11.4,51.4,54,48.7,40.4,69.529,76.589,80.552,0.84,"2,026",0,0,0.2,,69.6,68.2,0.903,1.11,16.311,NJIT
349,Maryland Eastern Shore,96.405,113.651,0.131,2–12,2,14,46.2,51.2,21.7,37.5,23.8,15.7,30.3,34.2,64.2,49.6,52.2,26.7,33.2,7.7,10.2,58.1,59.7,35.1,42.9,62.963,77.822,80.441,2.372,"2,026",0,0,0.2,,64.1,75,0.887,1.13,24.755,Maryland Eastern Shore
350,Rider,93.825,111.362,0.122,0–9,0,9,38.3,52.5,28.9,32.1,21.6,13,32.7,32.1,66.5,38.5,53.8,25.2,33.6,9.4,13,37.3,55,29.5,38.9,66.946,77.536,80.502,1.731,"2,026",0,0,10.438,,73,64.9,0.835,1.14,28.162,Rider
351,North Carolina Central,95.847,114.407,0.116,0–10,0,10,39.7,57,41.1,46.1,17.7,17.6,26.1,38.6,68.3,38.4,59.8,28.1,36,9.5,16.3,56,65.2,33.5,48.2,67.769,76.142,79.389,2.495,"2,026",0,0,0.2,,76.7,70.7,0.896,1.226,33.952,North Carolina Central
352,Delaware St.,92.326,111.812,0.1,2–8,2,10,40.9,57,27.1,34.6,18.5,19.8,24.5,29.5,67.4,39.2,59.9,30.2,35.2,4.9,11,45.1,58.7,27.9,40.3,67.803,76.039,79.933,1.898,"2,026",0,0,0.2,,67.5,68.6,0.851,1.096,15.539,Delaware St.
353,The Citadel,99.797,121.013,0.098,0–10,0,10,47.5,57.4,28.5,38.3,17,12.5,27.7,30.7,65.4,50.2,61.4,29.3,34.7,6,12.4,46.2,54.4,43.2,43.4,66.089,76.664,78.819,1.904,"2,026",0,0,0.2,,62.3,68.5,0.98,1.216,13.72,The Citadel
354,Saint Francis,96.273,116.768,0.098,0–11,0,11,45.4,62.9,19.9,34,19.9,18.3,25.7,33.7,72,44.4,65,31.5,40.4,5.1,12.4,49.8,63.6,36.8,46.7,70.993,76.618,78.831,2.284,"2,026",0,0,0.2,,70.1,71.4,0.891,1.247,24.436,Saint Francis
355,Western Illinois,98.35,119.386,0.097,1–8,1,9,44.8,55.5,37.8,38.5,18.3,15,30.3,34,67.2,45,54.6,29.5,37.8,7.3,11.6,30,51.8,29.2,42.4,65.902,77.07,79.026,2.184,"2,026",0,0,0.2,,65.8,72.3,0.955,1.188,16.65,Western Illinois
356,Louisiana Monroe,98.216,119.54,0.095,1–10,1,11,49.1,57.4,35.2,25.8,18.8,15.2,24.3,34,70.3,46.7,58.2,34.6,37.5,7.6,12.7,55.5,59.4,44.5,38.9,71.229,76.661,78.997,1.25,"2,026",0,0,0.2,,71.4,67.9,0.991,1.192,14.378,Louisiana Monroe
357,Fairleigh Dickinson,98.041,119.946,0.09,0–8,0,8,46.1,60.4,28,36.9,19.9,15.9,30.1,31.7,69.8,45.4,57.6,31.3,42.6,7.6,12.2,51.9,59.6,50.2,44.4,69.364,77.415,80.623,2.274,"2,026",0,0,0.578,,64.9,67.8,0.945,1.23,24.453,Fairleigh Dickinson
358,Niagara,95.02,116.338,0.089,2–9,2,11,46.2,56.5,31.1,39.8,18.7,18.1,22.2,33.1,65.8,47.7,53.9,29.3,40.1,9.5,12.1,57.8,56.4,39.6,42.9,64.808,76.091,79.544,2.192,"2,026",0,0,0.2,,71.4,75.6,0.929,1.164,17.317,Niagara
359,Maine,90.282,112.009,0.077,1–13,1,14,48.8,51.2,33.9,35.2,23.1,19.9,24.5,38.4,65,50.1,54,30.9,31.3,11.3,8.7,48.5,55.1,35.2,38.8,65.018,77.114,80.551,2.025,"2,026",0,0,4.864,,61.5,67,0.898,1.086,11.209,Maine
360,Gardner Webb,94.883,118.66,0.071,0–12,0,12,45.5,59.8,31.3,31.8,21.1,14.3,24.1,35.6,72.2,45.1,62.1,30.7,37.8,7.3,9.4,42.6,61.3,41.1,43.2,72.729,76.239,79.239,1.397,"2,026",0,0,4.839,,70.8,70.2,0.9,1.263,24.89,Gardner Webb
361,Morgan St.,97.945,122.678,0.07,1–10,1,11,45.1,58.5,39.7,57.9,19.3,16.2,29.8,32.4,69.4,46.3,61.4,28.3,36.2,8,10.5,50.8,64,32.1,40.2,69.734,76.617,80.306,2.513,"2,026",0,0,0.2,,75.1,72.9,0.97,1.221,13.883,Morgan St.
362,South Carolina St.,94.197,118.149,0.069,0–12,0,12,43.5,56.8,36.7,47.1,20.7,16.4,31.7,39.5,71.8,41.1,60.8,32.4,34.3,8.9,11.1,46.5,62.1,31.6,43.5,70.622,77.943,81.036,1.603,"2,026",0,0,0.2,,63.6,73.1,0.911,1.232,17.854,South Carolina St.
363,Binghamton,96.692,122.496,0.062,1–10,1,11,46.4,56.2,52.4,29.8,22.4,13.4,25.6,31.5,66.5,48.6,57.1,27.9,36.5,8.6,11.3,48.7,48.2,32.2,36.6,67.823,76.716,80.093,2.327,"2,026",0,0,7.242,,76.4,71.9,0.96,1.191,10.87,Binghamton
364,Coppin St.,92.842,122.712,0.039,1–13,1,14,43.3,58.3,34.4,40.6,22.5,16,27.4,37.3,70.3,43.1,59.1,29.1,38.2,8.4,12.5,54,64.1,34.1,47,70.298,77.635,80.447,2.051,"2,026",0,0,3.532,,72.4,76.7,0.881,1.253,17.977,Coppin St.
365,Mississippi Valley St.,89.986,119.464,0.037,0–11,0,11,43.4,57,29.9,49,25.2,15,26,37.9,73.1,45.1,58.5,26.3,36.9,11,6.8,53.2,64.9,30.2,48.1,69.567,77.082,80.684,2.412,"2,026",0,0,0.2,,75,74.9,0.839,1.254,21.082,Mississippi Valley St.
